ID,BirthDate,Name,From,To,ID_From,ID_To,Date,Prix,Nature
192774,"Jun 14, 1991",Kostas Manolas,Olympiakos Piraeus, Al Sharjah,/team/280/olympiakos-piraeus/,,"Sep 27, 2022",free,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,Aston Villa,FC Barcelona,/team/2/aston-villa/,/team/241/fc-barcelona/,"Jul 1, 2022",n/a,transfert
190460,"Feb 14, 1992",Christian Eriksen,Brentford,Manchester United,/team/1925/brentford/,/team/11/manchester-united/,"Jul 15, 2022",free,transfert
192774,"Jun 14, 1991",Kostas Manolas,Napoli,Olympiakos Piraeus,/team/48/napoli/,/team/280/olympiakos-piraeus/,"Jan 1, 2022",€ 3M,transfert
192774,"Jun 14, 1991",Kostas Manolas,Roma,Napoli,/team/52/roma/,/team/48/napoli/,"Jul 1, 2019",€ 36M,transfert
192774,"Jun 14, 1991",Kostas Manolas,Olympiakos Piraeus,Roma,/team/280/olympiakos-piraeus/,/team/52/roma/,"Aug 26, 2014",€ 13M,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,FC Barcelona,Aston Villa,/team/241/fc-barcelona/,/team/2/aston-villa/,"Jun 10, 2022",€ 20M,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,FC Barcelona,Aston Villa,/team/241/fc-barcelona/,/team/2/aston-villa/,"Jan 7, 2022",loan,loan
190460,"Feb 14, 1992",Christian Eriksen,Inter,Brentford,/team/44/inter/,/team/1925/brentford/,"Jan 31, 2022",free,transfert
190460,"Feb 14, 1992",Christian Eriksen,Tottenham Hotspur,Inter,/team/18/tottenham-hotspur/,/team/44/inter/,"Jan 28, 2020",€ 20M,transfert
192774,"Jun 14, 1991",Kostas Manolas,AEK Athens,Olympiakos Piraeus,/team/278/aek-athens/,/team/280/olympiakos-piraeus/,"Jul 3, 2012",free,transfert
192774,"Jun 14, 1991",Kostas Manolas, Thrasyvoulos,AEK Athens,,/team/278/aek-athens/,"Sep 10, 2009",€ 50K,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,FC Bayern München,FC Barcelona,/team/21/fc-bayern-munchen/,/team/241/fc-barcelona/,"Sep 1, 2020",n/a,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,FC Barcelona,FC Bayern München,/team/241/fc-barcelona/,/team/21/fc-bayern-munchen/,"Aug 19, 2019",loan,loan
189242,"Jun 12, 1992",Philippe Coutinho Correia,Liverpool,FC Barcelona,/team/9/liverpool/,/team/241/fc-barcelona/,"Jan 6, 2018",€ 120M,transfert
190460,"Feb 14, 1992",Christian Eriksen,Ajax,Tottenham Hotspur,/team/245/ajax/,/team/18/tottenham-hotspur/,"Aug 30, 2013",€ 12M,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,Inter,Liverpool,/team/44/inter/,/team/9/liverpool/,"Jan 30, 2013",€ 10M,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,Inter,Espanyol,/team/44/inter/,/team/452/espanyol/,"Jan 30, 2012",loan,loan
23823,"Mar 10, 1982",Andreas Johansson,Norrköping,Halmstad,/team/702/norrkoping/,/team/321/halmstad/,"Jan 8, 2019",free,transfert
153244,"Dec 5, 1985",André-Pierre Gignac,Olympique Marseille,Tigres UANL,/team/219/olympique-marseille/,/team/1970/tigres-uanl/,"Jun 20, 2015",free,transfert
189242,"Jun 12, 1992",Philippe Coutinho Correia,Vasco da Gama,Inter,/team/569/vasco-da-gama/,/team/44/inter/,"Jul 15, 2010",€ 3.8M,transfert
210935,"Aug 1, 1994",Domenico Berardi,Juventus,Sassuolo,/team/45/juventus/,/team/111974/sassuolo/,"Jul 1, 2015",€ 10M,transfert
23823,"Mar 10, 1982",Andreas Johansson,VfL Bochum 1848,Norrköping,/team/160/vfl-bochum-1848/,/team/702/norrkoping/,"Jan 23, 2012",€ 200K,transfert
153244,"Dec 5, 1985",André-Pierre Gignac,Toulouse,Olympique Marseille,/team/1809/toulouse/,/team/219/olympique-marseille/,"Aug 16, 2010",€ 16M,transfert
153244,"Dec 5, 1985",André-Pierre Gignac,Lorient,Toulouse,/team/217/lorient/,/team/1809/toulouse/,"Aug 1, 2007",€ 4.5M,transfert
210935,"Aug 1, 1994",Domenico Berardi,Juventus,Sassuolo,/team/45/juventus/,/team/111974/sassuolo/,"Jul 2, 2014",loan,loan
210935,"Aug 1, 1994",Domenico Berardi,Sassuolo,Juventus,/team/111974/sassuolo/,/team/45/juventus/,"Jul 1, 2014",n/a,transfert
135507,"May 4, 1985",Fernando Luiz Rosa,Manchester City,Athletico PR,/team/10/manchester-city/,/team/1039/athletico-pr/,"Jul 18, 2022",free,transfert
210243,"Oct 6, 1993",Ricardo Barbosa Pereira,Porto,Leicester City,/team/236/porto/,/team/95/leicester-city/,"Jun 9, 2018",€ 25M,transfert
209889,"Dec 22, 1993",Raphaël Guerreiro,Lorient,Borussia Dortmund,/team/217/lorient/,/team/22/borussia-dortmund/,"Jul 1, 2016",€ 12M,transfert
208670,"Mar 19, 1993",Hakim Ziyech,Ajax,Chelsea,/team/245/ajax/,/team/5/chelsea/,"Jul 27, 2020",€ 40M,transfert
212188,"Mar 6, 1996",Timo Werner,Chelsea,RB Leipzig,/team/5/chelsea/,/team/112172/rb-leipzig/,"Aug 9, 2022",€ 20M,transfert
135507,"May 4, 1985",Fernando Luiz Rosa,Manchester City,Athletico PR,/team/10/manchester-city/,/team/1039/athletico-pr/,"Jul 1, 2022",free,transfert
135507,"May 4, 1985",Fernando Luiz Rosa,Shakhtar Donetsk,Manchester City,/team/101059/shakhtar-donetsk/,/team/10/manchester-city/,"Jul 1, 2013",€ 40M,transfert
210243,"Oct 6, 1993",Ricardo Barbosa Pereira,Nice,Porto,/team/72/nice/,/team/236/porto/,"Jul 1, 2017",n/a,transfert
210243,"Oct 6, 1993",Ricardo Barbosa Pereira,Porto,Nice,/team/236/porto/,/team/72/nice/,"Aug 31, 2015",loan,loan
210243,"Oct 6, 1993",Ricardo Barbosa Pereira,Vitória SC,Porto,/team/1887/vitoria-sc/,/team/236/porto/,"Jul 1, 2013",n/a,transfert
209889,"Dec 22, 1993",Raphaël Guerreiro,Caen,Lorient,/team/210/caen/,/team/217/lorient/,"Jul 1, 2013",€ 2.5M,transfert
208670,"Mar 19, 1993",Hakim Ziyech,FC Twente,Ajax,/team/1908/fc-twente/,/team/245/ajax/,"Aug 30, 2016",€ 11M,transfert
208670,"Mar 19, 1993",Hakim Ziyech,SC Heerenveen,FC Twente,/team/1913/sc-heerenveen/,/team/1908/fc-twente/,"Aug 18, 2014",€ 4M,transfert
212188,"Mar 6, 1996",Timo Werner,RB Leipzig,Chelsea,/team/112172/rb-leipzig/,/team/5/chelsea/,"Jul 27, 2020",€ 53M,transfert
212188,"Mar 6, 1996",Timo Werner,VfB Stuttgart,RB Leipzig,/team/36/vfb-stuttgart/,/team/112172/rb-leipzig/,"Jul 1, 2016",€ 10M,transfert
50632,"Jan 3, 1982",Peter Clarke,Walsall,Oldham Athletic,/team/1803/walsall/,/team/1920/oldham-athletic/,"Nov 11, 2022",free,transfert
50632,"Jan 3, 1982",Peter Clarke,Tranmere Rovers,Walsall,/team/15048/tranmere-rovers/,/team/1803/walsall/,"Jul 1, 2022",free,transfert
207566,"Apr 7, 1992",William Silva de Carvalho,Sporting CP,Real Betis,/team/237/sporting-cp/,/team/449/real-betis/,"Jul 13, 2018",€ 15M,transfert
207732,"Jan 3, 1991",Roger Martí Salvador,Levante,Elche,/team/1853/levante/,/team/468/elche/,"Aug 4, 2022",€ 3M,transfert
205849,"Jan 26, 1991",Esteban Andrada,Boca Juniors,Monterrey,/team/1877/boca-juniors/,/team/1032/monterrey/,"Jul 1, 2021",n/a,transfert
50632,"Jan 3, 1982",Peter Clarke,Fleetwood Town,Tranmere Rovers,/team/112260/fleetwood-town/,/team/15048/tranmere-rovers/,"Jan 1, 2020",free,transfert
50632,"Jan 3, 1982",Peter Clarke,Oldham Athletic,Fleetwood Town,/team/1920/oldham-athletic/,/team/112260/fleetwood-town/,"Aug 1, 2019",free,transfert
50632,"Jan 3, 1982",Peter Clarke,Bury,Oldham Athletic,/team/1945/bury/,/team/1920/oldham-athletic/,"Jul 1, 2018",n/a,transfert
207862,"Jan 19, 1994",Matthias Ginter,Borussia Mönchengladbach,SC Freiburg,/team/23/borussia-monchengladbach/,/team/25/sc-freiburg/,"Jul 1, 2022",free,transfert
207566,"Apr 7, 1992",William Silva de Carvalho,Cercle Brugge,Sporting CP,/team/1750/cercle-brugge/,/team/237/sporting-cp/,"Jul 1, 2013",n/a,transfert
207566,"Apr 7, 1992",William Silva de Carvalho,Sporting CP,Cercle Brugge,/team/237/sporting-cp/,/team/1750/cercle-brugge/,"Jan 5, 2012",loan,loan
207566,"Apr 7, 1992",William Silva de Carvalho,Sporting CP, Fátima,/team/237/sporting-cp/,,"Jul 24, 2011",loan,loan
207732,"Jan 3, 1991",Roger Martí Salvador,Real Valladolid,Levante,/team/462/real-valladolid/,/team/1853/levante/,"Jul 1, 2016",n/a,transfert
207732,"Jan 3, 1991",Roger Martí Salvador,Levante,Real Valladolid,/team/1853/levante/,/team/462/real-valladolid/,"Jan 28, 2016",loan,loan
207732,"Jan 3, 1991",Roger Martí Salvador,Real Valladolid,Levante,/team/462/real-valladolid/,/team/1853/levante/,"Jul 1, 2015",n/a,transfert
207732,"Jan 3, 1991",Roger Martí Salvador,Levante,Real Valladolid,/team/1853/levante/,/team/462/real-valladolid/,"Jul 8, 2014",loan,loan
207732,"Jan 3, 1991",Roger Martí Salvador,Levante,Real Zaragoza,/team/1853/levante/,/team/244/real-zaragoza/,"Aug 6, 2013",loan,loan
205849,"Jan 26, 1991",Esteban Andrada,Lanús,Boca Juniors,/team/110395/lanus/,/team/1877/boca-juniors/,"Aug 2, 2018",€ 4M,transfert
205849,"Jan 26, 1991",Esteban Andrada,Arsenal de Sarandi,Lanús,/team/110394/arsenal-de-sarandi/,/team/110395/lanus/,"Jan 1, 2016",n/a,transfert
205849,"Jan 26, 1991",Esteban Andrada,Lanús,Arsenal de Sarandi,/team/110395/lanus/,/team/110394/arsenal-de-sarandi/,"Jul 1, 2014",loan,loan
50632,"Jan 3, 1982",Peter Clarke,Oldham Athletic,Bury,/team/1920/oldham-athletic/,/team/1945/bury/,"Jan 3, 2018",loan,loan
50632,"Jan 3, 1982",Peter Clarke,Bury,Oldham Athletic,/team/1945/bury/,/team/1920/oldham-athletic/,"Jul 20, 2016",free,transfert
50632,"Jan 3, 1982",Peter Clarke,Blackpool,Bury,/team/1926/blackpool/,/team/1945/bury/,"Jul 1, 2015",free,transfert
207862,"Jan 19, 1994",Matthias Ginter,Borussia Dortmund,Borussia Mönchengladbach,/team/22/borussia-dortmund/,/team/23/borussia-monchengladbach/,"Jul 4, 2017",€ 17M,transfert
207862,"Jan 19, 1994",Matthias Ginter,SC Freiburg,Borussia Dortmund,/team/25/sc-freiburg/,/team/22/borussia-dortmund/,"Jul 17, 2014",€ 10M,transfert
50632,"Jan 3, 1982",Peter Clarke,Huddersfield Town,Blackpool,/team/1939/huddersfield-town/,/team/1926/blackpool/,"Jul 28, 2014",free,transfert
50632,"Jan 3, 1982",Peter Clarke,Southend United,Huddersfield Town,/team/1954/southend-united/,/team/1939/huddersfield-town/,"Jul 1, 2009",free,transfert
187072,"Aug 26, 1988",Lars Stindl,Hannover 96,Borussia Mönchengladbach,/team/485/hannover-96/,/team/23/borussia-monchengladbach/,"Jul 1, 2015",€ 3M,transfert
199042,"Apr 17, 1989",Charles Aránguiz,Udinese,Internacional,/team/55/udinese/,/team/1048/internacional/,"Jan 10, 2014",loan,loan
199987,"Apr 22, 1989",Jasper Cillessen,Valencia,NEC,/team/461/valencia/,/team/1910/nec/,"Aug 8, 2022",n/a,transfert
187072,"Aug 26, 1988",Lars Stindl,Karlsruher SC,Hannover 96,/team/1832/karlsruher-sc/,/team/485/hannover-96/,"Jul 1, 2010",free,transfert
199042,"Apr 17, 1989",Charles Aránguiz,Universidad Chile,Udinese,/team/15029/universidad-chile/,/team/55/udinese/,"Jan 1, 2014",€ 1.5M,transfert
199042,"Apr 17, 1989",Charles Aránguiz,Colo-Colo,Quilmes,/team/110980/colo-colo/,/team/110554/quilmes/,"Jul 1, 2010",loan,loan
199042,"Apr 17, 1989",Charles Aránguiz,Cobreloa,Colo-Colo,/team/110979/cobreloa/,/team/110980/colo-colo/,"Jul 1, 2009",n/a,transfert
199987,"Apr 22, 1989",Jasper Cillessen,FC Barcelona,Valencia,/team/241/fc-barcelona/,/team/461/valencia/,"Jul 1, 2019",€ 35M,transfert
199987,"Apr 22, 1989",Jasper Cillessen,Ajax,FC Barcelona,/team/245/ajax/,/team/241/fc-barcelona/,"Aug 25, 2016",€ 13M,transfert
199987,"Apr 22, 1989",Jasper Cillessen,NEC,Ajax,/team/1910/nec/,/team/245/ajax/,"Aug 29, 2011",€ 3.2M,transfert
199042,"Apr 17, 1989",Charles Aránguiz,Cobreloa,Cobresal,/team/110979/cobreloa/,/team/110978/cobresal/,"Jul 1, 2007",loan,loan
172522,"May 31, 1989",Daniel Wass,Atlético Madrid,Brøndby,/team/240/atletico-madrid/,/team/269/brondby/,"Aug 12, 2022",€ 1.8M,transfert
173426,"Mar 6, 1988",Simon Mignolet,Liverpool,Club Brugge,/team/9/liverpool/,/team/231/club-brugge/,"Aug 5, 2019",€ 7M,transfert
178750,"Jun 28, 1989",Sergio Asenjo Andrés,Villarreal,Real Valladolid,/team/483/villarreal/,/team/462/real-valladolid/,"Jul 7, 2022",free,transfert
224293,"Mar 13, 1997",Rúben Diogo da Silva Neves,Porto,Wolverhampton Wanderers,/team/236/porto/,/team/110/wolverhampton-wanderers/,"Jul 8, 2017",€ 17M,transfert
210315,"Oct 17, 1994",Raúl De Tomás Gómez,Espanyol,Rayo Vallecano,/team/452/espanyol/,/team/480/rayo-vallecano/,"Jan 2, 2023",€ 8M,transfert
172522,"May 31, 1989",Daniel Wass,Valencia,Atlético Madrid,/team/461/valencia/,/team/240/atletico-madrid/,"Jan 27, 2022",€ 2.7M,transfert
173426,"Mar 6, 1988",Simon Mignolet,Sunderland,Liverpool,/team/106/sunderland/,/team/9/liverpool/,"Jul 1, 2013",€ 10.5M,transfert
178750,"Jun 28, 1989",Sergio Asenjo Andrés,Atlético Madrid,Villarreal,/team/240/atletico-madrid/,/team/483/villarreal/,"Jul 1, 2014",n/a,transfert
178750,"Jun 28, 1989",Sergio Asenjo Andrés,Atlético Madrid,Villarreal,/team/240/atletico-madrid/,/team/483/villarreal/,"Jul 23, 2013",loan,loan
210315,"Oct 17, 1994",Raúl De Tomás Gómez,Espanyol,Rayo Vallecano,/team/452/espanyol/,/team/480/rayo-vallecano/,"Nov 29, 2022",€ 8M,transfert
172522,"May 31, 1989",Daniel Wass,Celta de Vigo,Valencia,/team/450/celta-de-vigo/,/team/461/valencia/,"Jul 10, 2018",€ 6M,transfert
177413,"Jan 12, 1989",Axel Witsel,Borussia Dortmund,Atlético Madrid,/team/22/borussia-dortmund/,/team/240/atletico-madrid/,"Jul 6, 2022",free,transfert
173426,"Mar 6, 1988",Simon Mignolet,Sint-Truiden,Sunderland,/team/680/sint-truiden/,/team/106/sunderland/,"Jul 1, 2010",€ 2.5M,transfert
178750,"Jun 28, 1989",Sergio Asenjo Andrés,Atlético Madrid,Málaga,/team/240/atletico-madrid/,/team/573/malaga/,"Jan 1, 2011",loan,loan
178750,"Jun 28, 1989",Sergio Asenjo Andrés,Real Valladolid,Atlético Madrid,/team/462/real-valladolid/,/team/240/atletico-madrid/,"Jul 8, 2009",€ 5.5M,transfert
210315,"Oct 17, 1994",Raúl De Tomás Gómez,Benfica,Espanyol,/team/234/benfica/,/team/452/espanyol/,"Jan 9, 2020",€ 20M,transfert
210315,"Oct 17, 1994",Raúl De Tomás Gómez,Real Madrid,Benfica,/team/243/real-madrid/,/team/234/benfica/,"Jul 3, 2019",€ 20M,transfert
210315,"Oct 17, 1994",Raúl De Tomás Gómez,Real Madrid,Rayo Vallecano,/team/243/real-madrid/,/team/480/rayo-vallecano/,"Aug 24, 2018",loan,loan
172522,"May 31, 1989",Daniel Wass,Evian TG,Celta de Vigo,/team/111271/evian-tg/,/team/450/celta-de-vigo/,"Jul 1, 2015",€ 3M,transfert
172522,"May 31, 1989",Daniel Wass,Benfica,Evian TG,/team/234/benfica/,/team/111271/evian-tg/,"Jul 1, 2012",€ 1.2M,transfert
177413,"Jan 12, 1989",Axel Witsel,Tianjin Quanjian,Borussia Dortmund,/team/112983/tianjin-quanjian/,/team/22/borussia-dortmund/,"Aug 6, 2018",€ 20M,transfert
177413,"Jan 12, 1989",Axel Witsel,Zenit,Tianjin Quanjian,/team/100769/zenit/,/team/112983/tianjin-quanjian/,"Jan 3, 2017",€ 20M,transfert
